user_id,segment,avg_completion_rate,avg_episodes_per_session,total_sessions,favourite_genre,subscription_tier
U001262,Casual Viewer,0.6235,1.6000,5,Romance,Premium
U001263,Casual Viewer,0.5540,4.0000,5,Comedy,Premium
U001264,Binge Viewer,0.7694,5.6000,5,Comedy,Standard
U001265,Casual Viewer,0.4414,6.8333,6,Action,Basic
U001266,Binge Viewer,0.8505,5.0000,4,Horror,Standard
U001267,Casual Viewer,0.6319,2.0000,4,Action,Basic
U001268,Casual Viewer,1.0000,1.0000,3,Action,Premium
U001269,Binge Viewer,0.8210,4.4444,9,Romance,Standard
U001270,Casual Viewer,0.6744,6.7143,7,Comedy,Basic
U001271,Casual Viewer,1.0000,1.0000,2,Action,Standard
U001272,Casual Viewer,0.5996,4.2500,4,Action,Premium
U001273,Binge Viewer,1.0000,3.3333,3,Sci-Fi,Standard
U001274,Casual Viewer,0.5953,4.3333,3,Thriller,Standard
U001275,Casual Viewer,0.6199,5.6250,8,Drama,Basic
U001276,Binge Viewer,0.9074,5.0000,3,Comedy,Standard
U001277,Casual Viewer,0.6909,9.3333,3,Documentary,Basic
U001278,Casual Viewer,0.8365,2.8333,6,Thriller,Premium
U001279,Casual Viewer,0.7500,1.0000,2,Action,Basic
U001280,Binge Viewer,0.8356,7.6000,5,Comedy,Basic
U001281,Binge Viewer,0.7833,3.5000,6,Action,Basic
U001282,Casual Viewer,0.7222,1.3333,3,Drama,Standard
U001283,Drop-off Risk,1.0000,1.0000,1,Drama,Premium
U001284,Binge Viewer,0.9091,4.8333,6,Action,Basic
U001285,Casual Viewer,0.9200,2.6000,5,Comedy,Standard
U001286,Casual Viewer,0.5611,6.7500,4,Romance,Premium
U001287,Casual Viewer,0.6731,6.5714,7,Drama,Premium
U001288,Casual Viewer,0.6177,3.3750,8,Action,Standard
U001289,Drop-off Risk,0.3810,8.0000,1,Animation,Basic
U001290,Casual Viewer,0.5806,6.3333,6,Action,Basic
U001291,Casual Viewer,0.6566,5.0000,5,Comedy,Standard
U001292,Casual Viewer,0.6845,3.2500,4,Action,Premium
U001293,Casual Viewer,0.9583,2.0000,4,Comedy,Standard
U001294,Casual Viewer,0.6291,2.3333,6,Thriller,Premium
U001295,Casual Viewer,0.6145,3.5714,7,Documentary,Premium
U001296,Drop-off Risk,0.3498,5.5000,2,Action,Standard
U001297,Binge Viewer,0.8374,4.3333,6,Action,Standard
U001298,Casual Viewer,0.7222,9.5000,2,Action,Premium
U001299,Binge Viewer,0.9861,9.6667,3,Comedy,Standard
U001300,Binge Viewer,0.8050,5.8333,6,Action,Premium
U001301,Binge Viewer,0.9392,8.1429,7,Drama,Standard
U001302,Casual Viewer,0.7667,2.0000,5,Comedy,Basic
U001303,Casual Viewer,0.8500,1.7500,4,Action,Premium
U001304,Drop-off Risk,1.0000,1.0000,1,Comedy,Premium
U001305,Casual Viewer,0.6500,4.8000,5,Drama,Basic
U001306,Casual Viewer,0.7138,3.7500,4,Action,Standard
U001307,Binge Viewer,0.7886,7.1667,6,Sci-Fi,Standard
U001308,Binge Viewer,0.8720,4.8750,8,Drama,Basic
U001309,Casual Viewer,0.7333,5.0000,12,Drama,Standard
U001310,Casual Viewer,0.5871,3.0000,3,Thriller,Basic
U001311,Binge Viewer,0.8617,6.6667,6,Drama,Premium
U001312,Casual Viewer,0.9500,1.7500,4,Action,Basic
U001313,Binge Viewer,0.8693,3.5000,8,Drama,Standard
U001314,Casual Viewer,1.0000,1.0000,3,Documentary,Basic
U001315,Casual Viewer,0.7143,2.0000,2,Drama,Standard
U001316,Casual Viewer,0.5518,4.2857,7,Action,Basic
U001317,Binge Viewer,0.7792,6.6250,8,Drama,Basic
U001318,Casual Viewer,0.5505,3.6000,5,Comedy,Standard
U001319,Casual Viewer,0.5911,2.0000,4,Action,Basic
U001320,Drop-off Risk,0.3750,3.0000,1,Romance,Basic
U001321,Casual Viewer,0.5975,5.5000,4,Sci-Fi,Premium
U001322,Binge Viewer,0.8810,4.3333,6,Comedy,Premium
U001323,Binge Viewer,1.0000,7.0000,2,Horror,Standard
U001324,Binge Viewer,0.9216,5.0000,3,Drama,Premium
U001325,Casual Viewer,0.5687,3.1429,7,Comedy,Premium
U001326,Casual Viewer,0.6591,4.0000,4,Action,Standard
U001327,Casual Viewer,0.5310,8.1667,6,Action,Standard
U001328,Casual Viewer,0.5293,1.6000,5,Thriller,Premium
U001329,Casual Viewer,1.0000,1.0000,4,Comedy,Premium
U001330,Binge Viewer,0.8514,12.0000,5,Romance,Basic
U001331,Binge Viewer,0.7778,7.0000,1,Thriller,Basic
U001332,Casual Viewer,0.7996,1.6667,6,Drama,Premium
U001333,Casual Viewer,0.6888,6.2000,5,Thriller,Premium
U001334,Binge Viewer,0.7690,3.6000,5,Action,Premium
U001335,Casual Viewer,0.6336,1.8333,6,Thriller,Standard
U001336,Binge Viewer,1.0000,6.7500,4,Horror,Premium
U001337,Casual Viewer,0.6023,6.5000,2,Drama,Standard
U001338,Casual Viewer,0.7500,2.7500,4,Comedy,Standard
U001339,Binge Viewer,0.8451,5.8333,6,Horror,Standard
U001340,Binge Viewer,0.9286,3.5000,2,Documentary,Standard
U001341,Casual Viewer,0.6926,12.8333,6,Thriller,Basic
U001342,Binge Viewer,0.7751,7.3333,6,Thriller,Basic
U001343,Casual Viewer,0.7300,10.8571,7,Sci-Fi,Premium
U001344,Casual Viewer,0.6771,2.7500,4,Action,Premium
U001345,Casual Viewer,0.4173,3.6000,5,Comedy,Basic
U001346,Casual Viewer,0.7443,4.3333,6,Action,Basic
U001347,Casual Viewer,0.5040,8.5000,2,Action,Standard
U001348,Casual Viewer,1.0000,2.5000,2,Drama,Standard
U001349,Drop-off Risk,0.3765,5.5000,4,Action,Standard
U001350,Casual Viewer,1.0000,1.3333,3,Documentary,Basic
U001351,Binge Viewer,0.7847,3.3750,8,Action,Basic
U001352,Casual Viewer,0.6633,2.6000,5,Thriller,Basic
U001353,Binge Viewer,0.7710,3.8000,5,Comedy,Standard
U001354,Casual Viewer,0.6786,3.2500,8,Drama,Basic
U001355,Binge Viewer,0.7577,3.8750,8,Comedy,Basic
U001356,Casual Viewer,0.5385,3.0000,3,Action,Basic
U001357,Casual Viewer,0.7288,5.5714,7,Action,Premium
U001358,Binge Viewer,0.8479,8.0000,7,Drama,Standard
U001359,Casual Viewer,0.7344,6.2000,5,Drama,Basic
U001360,Binge Viewer,0.7784,6.3333,6,Thriller,Standard
U001361,Binge Viewer,0.7507,4.4444,9,Action,Basic
U001362,Casual Viewer,0.6822,6.2500,8,Action,Standard
U001363,Casual Viewer,1.0000,1.0000,2,Comedy,Premium
U001364,Casual Viewer,0.5887,5.2857,7,Romance,Standard
U001365,Casual Viewer,0.6770,2.1667,6,Action,Standard
U001366,Binge Viewer,0.8259,5.8889,9,Romance,Premium
U001367,Binge Viewer,0.8154,5.5000,6,Thriller,Standard
U001368,Casual Viewer,0.5333,6.2500,4,Action,Basic
U001369,Binge Viewer,0.7976,6.6000,5,Action,Basic
U001370,Casual Viewer,0.7139,6.5000,6,Documentary,Standard
U001371,Binge Viewer,0.8663,5.7500,4,Comedy,Standard
U001372,Casual Viewer,0.5177,2.7500,8,Documentary,Standard
U001373,Casual Viewer,1.0000,1.0000,2,Sci-Fi,Standard
U001374,Casual Viewer,0.6944,7.0000,3,Horror,Standard
U001375,Casual Viewer,0.5759,4.7500,4,Action,Premium
U001376,Casual Viewer,0.5832,4.3333,6,Comedy,Standard
U001377,Binge Viewer,0.8298,5.5714,7,Action,Basic
U001378,Casual Viewer,0.8194,2.0000,4,Drama,Standard
U001379,Casual Viewer,0.5061,8.0000,10,Drama,Standard
U001380,Casual Viewer,0.7154,3.7500,4,Comedy,Premium
U001381,Binge Viewer,0.9630,13.6667,3,Drama,Standard
U001382,Binge Viewer,0.7674,4.0000,8,Comedy,Basic
U001383,Casual Viewer,0.6471,5.8571,7,Drama,Standard
U001384,Casual Viewer,0.5196,4.8571,7,Comedy,Standard
U001385,Casual Viewer,0.8667,2.4000,5,Action,Premium
U001386,Binge Viewer,0.9259,5.3333,3,Comedy,Standard
U001387,Casual Viewer,0.5274,2.6667,6,Comedy,Standard
U001388,Casual Viewer,0.7261,3.5556,9,Romance,Standard
U001389,Casual Viewer,0.7881,2.7143,7,Action,Basic
U001390,Casual Viewer,0.8360,3.0000,7,Drama,Standard
U001391,Binge Viewer,0.8254,4.0000,3,Comedy,Basic
U001392,Binge Viewer,0.8385,3.4000,5,Action,Premium
U001393,Casual Viewer,0.6886,8.3333,6,Sci-Fi,Standard
U001394,Binge Viewer,0.7551,6.0000,5,Comedy,Premium
U001395,Casual Viewer,0.7188,2.6250,8,Action,Premium
U001396,Binge Viewer,0.8129,6.7500,4,Drama,Basic
U001397,Casual Viewer,0.7292,2.7500,4,Sci-Fi,Premium
U001398,Binge Viewer,0.9231,12.0000,1,Horror,Basic
U001399,Casual Viewer,0.8667,3.0000,3,Comedy,Basic
U001400,Binge Viewer,0.8222,3.8000,5,Action,Basic
U001401,Casual Viewer,0.4772,3.0000,3,Documentary,Premium
U001402,Casual Viewer,0.4655,3.7500,8,Action,Basic
U001403,Drop-off Risk,0.1000,1.0000,1,Sci-Fi,Basic
U001404,Casual Viewer,0.5652,6.0909,11,Drama,Standard
U001405,Binge Viewer,0.8728,9.4000,5,Action,Basic
U001406,Casual Viewer,0.6871,5.0000,10,Reality,Standard
U001407,Casual Viewer,0.8000,2.7500,4,Drama,Standard
U001408,Casual Viewer,0.5040,1.8000,5,Animation,Premium
U001409,Casual Viewer,0.6954,5.5714,7,Documentary,Basic
U001410,Binge Viewer,0.8974,5.3750,8,Action,Basic
U001411,Casual Viewer,0.5762,4.4000,5,Documentary,Standard
U001412,Binge Viewer,0.8095,3.6667,3,Action,Basic
U001413,Casual Viewer,0.5774,1.7500,4,Action,Basic
U001414,Casual Viewer,0.5966,8.0000,2,Drama,Basic
U001415,Casual Viewer,0.9167,1.6667,3,Animation,Standard
U001416,Casual Viewer,0.5896,5.4000,5,Action,Premium
U001417,Binge Viewer,0.7772,5.7143,7,Comedy,Basic
U001418,Casual Viewer,0.5512,3.5556,9,Action,Standard
U001419,Casual Viewer,0.6160,6.2000,5,Animation,Standard
U001420,Binge Viewer,0.8208,5.1667,6,Action,Premium
U001421,Casual Viewer,0.8214,1.2500,4,Action,Basic
U001422,Binge Viewer,0.9757,5.0000,6,Action,Basic
U001423,Binge Viewer,0.9432,9.6667,3,Drama,Standard
U001424,Casual Viewer,0.6970,1.0000,3,Action,Premium
U001425,Casual Viewer,0.5042,8.5000,2,Drama,Premium
U001426,Binge Viewer,0.8867,9.2857,7,Action,Premium
U001427,Casual Viewer,0.6257,2.4000,5,Comedy,Basic
U001428,Binge Viewer,0.7826,4.2000,5,Thriller,Basic
U001429,Casual Viewer,0.8810,1.8333,6,Comedy,Premium
U001430,Casual Viewer,0.6719,4.3333,6,Thriller,Standard
U001431,Casual Viewer,0.6111,6.0000,2,Drama,Basic
U001432,Binge Viewer,0.9048,9.7500,4,Romance,Standard
U001433,Casual Viewer,0.5449,3.4000,5,Animation,Premium
U001434,Drop-off Risk,1.0000,1.0000,1,Romance,Basic
U001435,Casual Viewer,0.8333,2.2500,4,Action,Standard
U001436,Drop-off Risk,1.0000,1.0000,1,Comedy,Basic
U001437,Binge Viewer,0.7808,3.1429,7,Documentary,Basic
U001438,Casual Viewer,0.6630,7.7500,4,Comedy,Standard
U001439,Casual Viewer,0.7586,1.6667,6,Action,Premium
U001440,Casual Viewer,0.9167,2.7500,4,Comedy,Basic
U001441,Casual Viewer,0.6797,2.8889,9,Thriller,Standard
U001442,Binge Viewer,0.7778,7.0000,1,Drama,Standard
U001443,Binge Viewer,0.8750,4.2500,4,Comedy,Premium
U001444,Binge Viewer,0.8043,8.0000,2,Documentary,Standard
U001445,Binge Viewer,0.9306,7.6667,3,Action,Premium
U001446,Casual Viewer,0.5082,4.2500,4,Action,Basic
U001447,Casual Viewer,0.7227,4.1111,9,Comedy,Basic
U001448,Binge Viewer,0.8603,5.4286,7,Thriller,Premium
U001449,Casual Viewer,0.5476,1.5000,2,Comedy,Basic
U001450,Casual Viewer,0.4304,8.6000,5,Drama,Standard
U001451,Casual Viewer,0.7270,6.0000,5,Action,Basic
U001452,Casual Viewer,0.7431,4.2500,4,Horror,Standard
U001453,Casual Viewer,0.4844,6.6667,3,Horror,Premium
U001454,Binge Viewer,0.9444,4.0000,3,Action,Premium
U001455,Casual Viewer,0.9000,1.7500,4,Action,Premium
U001456,Casual Viewer,0.7235,3.0000,8,Action,Standard
U001457,Binge Viewer,0.7542,3.8000,5,Comedy,Basic
U001458,Binge Viewer,1.0000,4.0000,2,Romance,Basic
U001459,Casual Viewer,0.7946,2.0000,4,Documentary,Standard
U001460,Casual Viewer,0.5440,4.3333,6,Drama,Standard
U001461,Casual Viewer,0.5717,5.8333,6,Comedy,Premium
U001462,Casual Viewer,0.6612,1.3750,8,Drama,Standard
U001463,Casual Viewer,0.5808,3.4000,5,Comedy,Basic
U001464,Casual Viewer,0.5564,6.2500,4,Animation,Premium
U001465,Casual Viewer,0.6002,4.7500,4,Sci-Fi,Basic
U001466,Binge Viewer,0.9244,9.4000,5,Comedy,Standard
U001467,Casual Viewer,0.8984,1.2500,8,Drama,Basic
U001468,Casual Viewer,0.8250,1.0000,5,Animation,Premium
U001469,Casual Viewer,0.7343,4.0000,7,Romance,Premium
U001470,Casual Viewer,0.5792,1.6000,5,Action,Standard
U001471,Casual Viewer,0.5408,5.5000,4,Thriller,Standard
U001472,Casual Viewer,0.7786,2.4444,9,Action,Premium
U001473,Casual Viewer,0.7708,1.2500,4,Comedy,Standard
U001474,Casual Viewer,0.6968,5.8333,6,Comedy,Standard
U001475,Casual Viewer,0.7833,2.5000,6,Documentary,Basic
U001476,Casual Viewer,0.4524,2.2500,4,Comedy,Standard
U001477,Binge Viewer,0.9744,4.6667,3,Comedy,Premium
U001478,Casual Viewer,0.5442,11.5000,4,Drama,Basic
U001479,Casual Viewer,0.6808,3.0000,5,Comedy,Premium
U001480,Binge Viewer,0.9464,5.5000,6,Drama,Basic
U001481,Binge Viewer,0.8582,8.7500,4,Comedy,Standard
U001482,Casual Viewer,0.6178,11.7500,4,Comedy,Basic
U001483,Casual Viewer,0.8167,2.5000,6,Action,Standard
U001484,Binge Viewer,1.0000,19.0000,1,Animation,Standard
U001485,Casual Viewer,0.8333,2.5000,4,Comedy,Standard
U001486,Binge Viewer,0.9000,8.2000,5,Drama,Premium
U001487,Casual Viewer,1.0000,1.0000,3,Comedy,Premium
U001488,Binge Viewer,0.7646,5.0000,6,Action,Basic
U001489,Casual Viewer,0.6961,1.8750,8,Drama,Premium
U001490,Casual Viewer,0.5714,1.0000,2,Thriller,Basic
U001491,Drop-off Risk,0.3866,5.5000,4,Action,Premium
U001492,Casual Viewer,0.5843,6.2500,4,Documentary,Premium
U001493,Binge Viewer,0.8078,3.6000,5,Action,Standard
U001494,Casual Viewer,0.6272,5.6000,5,Drama,Basic
U001495,Casual Viewer,0.7345,2.7143,7,Comedy,Standard
U001496,Casual Viewer,0.9351,2.5714,7,Sci-Fi,Basic
U001497,Casual Viewer,0.8125,1.0000,4,Action,Basic
U001498,Binge Viewer,0.7536,7.8750,8,Action,Standard
U001499,Casual Viewer,0.6765,15.0000,2,Action,Basic
U001500,Binge Viewer,0.8906,8.5000,4,Thriller,Premium
U001501,Casual Viewer,0.6364,4.2857,7,Comedy,Basic
U001502,Casual Viewer,0.7271,6.0000,8,Action,Basic
U001503,Casual Viewer,0.6655,5.3000,10,Romance,Basic
U001504,Binge Viewer,1.0000,8.0000,1,Comedy,Basic
U001505,Casual Viewer,0.7576,1.6667,3,Animation,Standard
U001506,Binge Viewer,0.8181,6.8750,8,Drama,Premium
U001507,Binge Viewer,0.7951,6.0000,4,Documentary,Premium
U001508,Casual Viewer,0.8333,3.0000,3,Comedy,Basic
U001509,Binge Viewer,0.8689,6.5000,4,Animation,Basic
U001510,Casual Viewer,0.4963,9.0000,3,Documentary,Basic
U001511,Binge Viewer,0.9035,5.5000,4,Comedy,Premium
U001512,Binge Viewer,0.9444,4.5000,2,Documentary,Standard
U001513,Casual Viewer,0.7143,2.0000,2,Comedy,Premium
U001514,Casual Viewer,0.8571,2.0000,3,Action,Standard
U001515,Casual Viewer,0.7857,2.8571,7,Sci-Fi,Premium
U001516,Binge Viewer,0.9029,6.4444,9,Drama,Premium
U001517,Casual Viewer,0.7222,3.3333,3,Romance,Standard
U001518,Binge Viewer,0.8355,9.0000,6,Horror,Premium
U001519,Casual Viewer,0.7083,3.0000,2,Comedy,Standard
U001520,Binge Viewer,0.8333,3.3333,3,Comedy,Premium
U001521,Binge Viewer,0.8421,7.0000,2,Reality,Basic
U001522,Binge Viewer,0.8404,6.6250,8,Documentary,Premium
U001523,Binge Viewer,0.9643,5.0000,4,Action,Basic
U001524,Casual Viewer,0.7542,3.0000,5,Documentary,Standard
U001525,Casual Viewer,0.5536,2.5000,4,Action,Basic
U001526,Binge Viewer,0.7599,5.1250,8,Comedy,Standard
U001527,Binge Viewer,0.7512,10.1000,10,Drama,Premium
U001528,Binge Viewer,0.8864,7.3333,3,Drama,Premium
U001529,Binge Viewer,0.8755,11.0000,5,Thriller,Standard
U001530,Casual Viewer,0.6433,5.4000,5,Drama,Basic
U001531,Drop-off Risk,0.2233,1.0000,3,Documentary,Basic
U001532,Casual Viewer,0.7016,6.4444,9,Action,Premium
U001533,Casual Viewer,0.6687,2.0000,5,Drama,Standard
U001534,Casual Viewer,0.5195,6.0000,5,Drama,Premium
U001535,Casual Viewer,0.5263,10.0000,1,Comedy,Premium
U001536,Binge Viewer,0.8121,9.6000,5,Romance,Standard
U001537,Casual Viewer,1.0000,1.0000,2,Action,Standard
U001538,Binge Viewer,0.7873,4.6250,8,Action,Standard
U001539,Binge Viewer,0.8026,7.2500,4,Action,Basic
U001540,Casual Viewer,0.4865,8.0000,4,Drama,Premium
U001541,Casual Viewer,0.6060,7.4444,9,Romance,Standard
U001542,Casual Viewer,0.6614,8.6667,3,Action,Basic
U001543,Casual Viewer,0.6091,1.5000,8,Documentary,Basic
U001544,Casual Viewer,0.7975,1.8571,7,Drama,Standard
U001545,Casual Viewer,0.6923,6.8000,5,Drama,Standard
U001546,Casual Viewer,0.7384,6.0909,11,Thriller,Standard
U001547,Binge Viewer,0.9608,8.4000,5,Drama,Standard
U001548,Binge Viewer,0.7937,5.3750,8,Comedy,Basic
U001549,Casual Viewer,1.0000,1.0000,6,Drama,Standard
U001550,Casual Viewer,0.7453,11.2000,5,Animation,Basic
U001551,Casual Viewer,0.6567,2.0000,7,Drama,Standard
U001552,Binge Viewer,0.8978,4.7143,7,Comedy,Basic
U001553,Casual Viewer,0.4202,6.1667,6,Comedy,Standard
U001554,Binge Viewer,0.9028,5.6667,6,Drama,Standard
U001555,Binge Viewer,0.8235,3.3333,3,Action,Standard
U001556,Casual Viewer,0.6781,5.1667,6,Animation,Standard
U001557,Casual Viewer,0.4500,7.7500,4,Action,Premium
U001558,Drop-off Risk,0.0667,1.0000,1,Comedy,Basic
U001559,Binge Viewer,0.7649,3.2500,8,Action,Standard
U001560,Binge Viewer,0.9182,5.2000,5,Comedy,Basic
U001561,Binge Viewer,0.7814,3.3333,6,Action,Basic
U001562,Casual Viewer,0.7009,5.6000,10,Comedy,Standard
U001563,Binge Viewer,0.8177,6.0000,4,Comedy,Standard
U001564,Casual Viewer,0.8500,1.4000,5,Drama,Standard
U001565,Casual Viewer,0.6526,4.8000,5,Action,Standard
U001566,Casual Viewer,0.6151,7.6250,8,Thriller,Basic
U001567,Binge Viewer,0.9649,6.3333,3,Thriller,Premium
U001568,Casual Viewer,0.5687,6.0000,6,Comedy,Standard
U001569,Binge Viewer,0.7936,4.3333,6,Comedy,Standard
U001570,Binge Viewer,0.7807,5.4286,7,Comedy,Basic
U001571,Casual Viewer,0.7273,16.0000,1,Reality,Standard
U001572,Binge Viewer,0.7990,7.6250,8,Horror,Standard
U001573,Casual Viewer,0.5981,5.3333,3,Comedy,Standard
U001574,Casual Viewer,0.6618,5.7143,7,Action,Premium
U001575,Casual Viewer,0.6135,8.5000,4,Animation,Standard
U001576,Casual Viewer,0.6412,8.2500,4,Comedy,Basic
U001577,Binge Viewer,1.0000,4.0000,1,Comedy,Standard
U001578,Casual Viewer,0.6667,3.2000,5,Sci-Fi,Standard
U001579,Binge Viewer,0.7639,3.2500,4,Comedy,Premium
U001580,Casual Viewer,0.6167,6.8000,5,Comedy,Premium
U001581,Casual Viewer,1.0000,1.0000,2,Action,Standard
U001582,Casual Viewer,0.6705,6.0000,5,Comedy,Premium
U001583,Binge Viewer,0.9147,4.0000,5,Drama,Standard
U001584,Casual Viewer,0.7083,17.0000,1,Drama,Standard
U001585,Casual Viewer,0.7143,14.5000,2,Comedy,Standard
U001586,Casual Viewer,0.6983,12.4000,5,Comedy,Standard
U001587,Binge Viewer,0.7844,4.6667,9,Drama,Premium
U001588,Casual Viewer,0.5299,5.7500,4,Horror,Standard
U001589,Binge Viewer,0.8638,7.0000,4,Action,Standard
U001590,Drop-off Risk,0.2706,4.3333,3,Thriller,Premium
U001591,Binge Viewer,0.7895,6.0000,2,Romance,Premium
U001592,Binge Viewer,0.7675,7.4444,9,Drama,Standard
U001593,Casual Viewer,1.0000,2.5000,2,Comedy,Premium
U001594,Binge Viewer,0.7881,6.0000,4,Action,Premium
U001595,Casual Viewer,0.6197,5.7500,4,Action,Standard
U001596,Casual Viewer,1.0000,1.0000,3,Documentary,Basic
U001597,Binge Viewer,0.7991,3.2857,7,Comedy,Premium
U001598,Casual Viewer,0.7717,1.2500,4,Romance,Standard
U001599,Casual Viewer,0.7161,3.4000,5,Animation,Premium
U001600,Drop-off Risk,0.3333,2.0000,1,Documentary,Premium
U001601,Binge Viewer,0.7939,9.3333,6,Action,Premium
U001602,Casual Viewer,0.7261,4.0000,9,Action,Standard
U001603,Binge Viewer,0.7503,9.0000,5,Action,Basic
U001604,Casual Viewer,0.6818,15.0000,1,Comedy,Basic
U001605,Casual Viewer,0.6609,8.7778,9,Comedy,Basic
U001606,Casual Viewer,0.7361,4.5556,9,Comedy,Basic
U001607,Casual Viewer,0.6199,1.6667,6,Romance,Premium
U001608,Casual Viewer,0.6764,5.2857,7,Comedy,Premium
U001609,Casual Viewer,0.7500,2.5000,2,Action,Premium
U001610,Binge Viewer,0.8158,7.4000,5,Documentary,Premium
U001611,Binge Viewer,0.7880,4.2857,7,Action,Standard
U001612,Casual Viewer,0.8000,1.3333,3,Action,Standard
U001613,Casual Viewer,0.7344,3.5000,4,Drama,Standard
U001614,Binge Viewer,0.7612,4.6250,8,Drama,Standard
U001615,Drop-off Risk,1.0000,1.0000,1,Thriller,Premium
U001616,Binge Viewer,0.9293,3.2500,8,Action,Basic
U001617,Casual Viewer,0.4946,6.8000,5,Comedy,Premium
U001618,Casual Viewer,0.7314,5.3333,9,Drama,Basic
U001619,Casual Viewer,0.5455,4.0000,2,Comedy,Standard
U001620,Casual Viewer,0.5879,5.7143,7,Drama,Basic
U001621,Casual Viewer,0.7222,5.6923,13,Action,Premium
U001622,Casual Viewer,1.0000,1.0000,2,Romance,Standard
U001623,Casual Viewer,0.6970,5.6667,6,Drama,Standard
U001624,Binge Viewer,0.8239,4.2500,4,Comedy,Standard
U001625,Binge Viewer,0.9083,5.8333,6,Action,Standard
U001626,Casual Viewer,0.6270,2.6250,8,Action,Standard
U001627,Binge Viewer,0.8182,18.0000,2,Comedy,Standard
U001628,Binge Viewer,0.7562,8.0000,7,Documentary,Basic
U001629,Binge Viewer,0.8925,5.2500,4,Action,Standard
U001630,Casual Viewer,0.7465,5.8571,7,Thriller,Standard
U001631,Casual Viewer,1.0000,1.8333,6,Romance,Basic
U001632,Casual Viewer,0.7417,2.5000,4,Sci-Fi,Premium
U001633,Casual Viewer,0.7314,11.6667,3,Drama,Standard
U001634,Binge Viewer,0.9176,5.8000,5,Drama,Premium
U001635,Casual Viewer,0.6465,6.6000,10,Horror,Standard
U001636,Casual Viewer,0.6292,4.3333,6,Comedy,Basic
U001637,Binge Viewer,0.8109,4.3333,6,Drama,Basic
U001638,Binge Viewer,0.8316,4.1250,8,Drama,Standard
U001639,Casual Viewer,0.5476,3.3333,3,Action,Standard
U001640,Casual Viewer,0.6258,5.1667,6,Comedy,Premium
U001641,Drop-off Risk,1.0000,1.0000,1,Drama,Basic
U001642,Binge Viewer,0.9833,7.0000,3,Comedy,Basic
U001643,Casual Viewer,0.8333,2.7500,4,Action,Standard
U001644,Casual Viewer,0.7500,4.1667,6,Action,Premium
U001645,Casual Viewer,0.6000,4.5000,2,Drama,Basic
U001646,Casual Viewer,0.6473,4.0000,4,Action,Standard
U001647,Casual Viewer,0.6274,2.0000,8,Action,Basic
U001648,Casual Viewer,0.6561,1.5714,7,Comedy,Basic
U001649,Casual Viewer,0.7092,9.5000,6,Comedy,Standard
U001650,Casual Viewer,0.6442,9.6000,5,Drama,Basic
U001651,Casual Viewer,0.6982,1.2000,5,Action,Standard
U001652,Casual Viewer,0.6399,14.5000,2,Action,Standard
U001653,Binge Viewer,0.8532,7.0000,3,Comedy,Basic
U001654,Casual Viewer,0.4843,2.1429,7,Action,Basic
U001655,Casual Viewer,0.6223,5.8182,11,Comedy,Standard
U001656,Casual Viewer,0.4870,10.5000,2,Animation,Basic
U001657,Casual Viewer,0.6171,3.6250,8,Comedy,Standard
U001658,Binge Viewer,0.8762,3.4000,5,Drama,Standard
U001659,Casual Viewer,0.7432,6.8750,8,Drama,Premium
U001660,Binge Viewer,0.8986,6.0000,3,Romance,Standard
U001661,Binge Viewer,0.8782,7.1250,8,Action,Basic
U001662,Casual Viewer,0.4116,4.0000,2,Drama,Standard
U001663,Casual Viewer,0.6161,9.0000,2,Animation,Standard
U001664,Casual Viewer,0.7273,5.5000,8,Comedy,Premium
U001665,Casual Viewer,0.6986,6.3333,3,Animation,Basic
U001666,Casual Viewer,0.8278,2.4444,9,Drama,Standard
U001667,Binge Viewer,0.8589,3.2500,8,Drama,Standard
U001668,Casual Viewer,0.5187,9.7143,7,Comedy,Standard
U001669,Casual Viewer,0.8750,2.0000,2,Comedy,Standard
U001670,Drop-off Risk,1.0000,1.0000,1,Sci-Fi,Basic
U001671,Casual Viewer,0.6556,13.5000,2,Comedy,Standard
U001672,Casual Viewer,0.7667,1.0000,4,Comedy,Standard
U001673,Casual Viewer,0.4917,5.0000,5,Drama,Basic
U001674,Casual Viewer,0.5256,3.8333,6,Romance,Standard
U001675,Casual Viewer,0.8381,2.1667,6,Drama,Basic
U001676,Casual Viewer,0.6056,2.0000,5,Action,Basic
U001677,Binge Viewer,0.9710,7.6667,3,Action,Premium
U001678,Binge Viewer,0.8459,4.4000,5,Animation,Standard
U001679,Casual Viewer,0.7345,6.0000,5,Animation,Standard
U001680,Casual Viewer,0.7077,4.6667,3,Comedy,Premium
U001681,Casual Viewer,0.4475,2.3333,3,Thriller,Standard
U001682,Casual Viewer,0.9444,2.3333,3,Thriller,Standard
U001683,Binge Viewer,0.7587,4.8000,5,Drama,Standard
U001684,Casual Viewer,0.6970,1.0000,3,Action,Basic
U001685,Casual Viewer,0.6842,4.0000,2,Action,Standard
U001686,Casual Viewer,0.7129,5.6250,8,Comedy,Standard
U001687,Casual Viewer,0.5920,3.1429,7,Drama,Premium
U001688,Casual Viewer,0.4936,5.5000,4,Comedy,Basic
U001689,Binge Viewer,0.8159,5.1111,9,Drama,Premium
U001690,Casual Viewer,0.7766,2.4286,7,Comedy,Premium
U001691,Binge Viewer,0.8610,3.8571,7,Drama,Standard
U001692,Casual Viewer,0.6176,7.8571,7,Action,Standard
U001693,Casual Viewer,0.7308,3.5000,2,Comedy,Standard
