content_id,title,genre,content_type,total_views,avg_completion_rate,content_length_mins,efficiency_score,tier,quadrant
C0248,Title_303,Comedy,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0014,Title_831,Drama,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0846,Title_503,Comedy,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0184,Title_800,Action,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0173,Title_639,Drama,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0014,Title_500,Drama,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0833,Title_69,Romance,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0173,Title_68,Comedy,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0248,Title_434,Drama,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0990,Title_237,Comedy,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0990,Title_264,Action,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0011,Title_451,Comedy,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0183,Title_869,Sci-Fi,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0844,Title_809,Horror,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0834,Title_791,Drama,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0775,Title_474,Drama,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0009,Title_150,Thriller,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0183,Title_886,Romance,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0992,Title_534,Drama,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0844,Title_614,Reality,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0992,Title_796,Thriller,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0008,Title_654,Drama,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0844,Title_511,Romance,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0008,Title_558,Comedy,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0993,Title_289,Sci-Fi,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0008,Title_489,Comedy,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0008,Title_459,Drama,Series,1,0.5000,30.0000,27.0861,Strong,Clickbait
C0993,Title_416,Comedy,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0991,Title_984,Action,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0008,Title_325,Romance,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0008,Title_311,Sci-Fi,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0993,Title_464,Action,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0775,Title_21,Comedy,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0993,Title_513,Romance,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0008,Title_276,Comedy,Series,1,0.5000,30.0000,27.0861,Strong,Clickbait
C0844,Title_451,Animation,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0175,Title_395,Comedy,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0007,Title_863,Thriller,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0993,Title_649,Horror,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0844,Title_105,Comedy,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0175,Title_936,Sci-Fi,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0007,Title_463,Reality,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0835,Title_169,Comedy,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0992,Title_196,Comedy,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0009,Title_459,Romance,Series,1,0.7500,45.0000,27.0861,Strong,Clickbait
C0834,Title_190,Drama,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0174,Title_641,Drama,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0249,Title_14,Thriller,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0776,Title_251,Drama,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0845,Title_304,Drama,Movie,1,0.7500,45.0000,27.0861,Strong,Clickbait
C0990,Title_347,Thriller,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0249,Title_274,Documentary,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0174,Title_506,Documentary,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0845,Title_163,Romance,Series,1,0.7500,45.0000,27.0861,Strong,Clickbait
C0174,Title_607,Drama,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0249,Title_376,Horror,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0010,Title_971,Horror,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0990,Title_66,Thriller,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0990,Title_694,Drama,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0775,Title_927,Documentary,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0010,Title_753,Romance,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0174,Title_646,Drama,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0009,Title_563,Thriller,Series,1,0.5000,30.0000,27.0861,Strong,Clickbait
C0010,Title_692,Action,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0844,Title_972,Action,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0991,Title_103,Animation,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0834,Title_408,Drama,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0174,Title_72,Romance,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0249,Title_713,Drama,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0834,Title_416,Reality,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0010,Title_253,Comedy,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0174,Title_90,Romance,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0174,Title_917,Romance,Series,1,0.5000,30.0000,27.0861,Strong,Clickbait
C0183,Title_983,Drama,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0009,Title_96,Action,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0991,Title_357,Thriller,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0991,Title_698,Action,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0973,Title_641,Horror,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0112,Title_9,Reality,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0856,Title_670,Comedy,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0826,Title_258,Thriller,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0045,Title_358,Comedy,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0787,Title_358,Romance,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0865,Title_231,Drama,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0961,Title_949,Action,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0045,Title_300,Thriller,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0962,Title_124,Animation,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0865,Title_130,Drama,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0044,Title_835,Thriller,Series,1,0.7500,45.0000,27.0861,Strong,Clickbait
C0192,Title_577,Sci-Fi,Series,1,0.7500,45.0000,27.0861,Strong,Clickbait
C0044,Title_834,Thriller,Movie,1,0.5000,30.0000,27.0861,Strong,Clickbait
C0044,Title_83,Action,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0962,Title_233,Comedy,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0864,Title_889,Comedy,Series,1,0.7500,45.0000,27.0861,Strong,Clickbait
C0962,Title_324,Drama,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0044,Title_585,Drama,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0040,Title_338,Comedy,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0044,Title_453,Drama,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0044,Title_389,Action,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0237,Title_278,Action,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0864,Title_614,Horror,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0044,Title_388,Action,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0962,Title_602,Drama,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0154,Title_762,Thriller,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0154,Title_816,Documentary,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0155,Title_108,Comedy,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0962,Title_72,Romance,Series,1,0.5000,30.0000,27.0861,Strong,Clickbait
C0826,Title_367,Drama,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0864,Title_197,Sci-Fi,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0826,Title_39,Comedy,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0864,Title_111,Documentary,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0961,Title_844,Horror,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0961,Title_834,Drama,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0045,Title_527,Comedy,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0045,Title_576,Sci-Fi,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0236,Title_545,Comedy,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0866,Title_492,Romance,Series,1,0.5000,30.0000,27.0861,Strong,Clickbait
C0236,Title_592,Action,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0961,Title_2,Drama,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0192,Title_911,Romance,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0236,Title_673,Comedy,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0866,Title_406,Action,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0046,Title_331,Sci-Fi,Movie,1,0.5000,30.0000,27.0861,Strong,Clickbait
C0961,Title_220,Drama,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0961,Title_328,Drama,Series,1,0.5000,30.0000,27.0861,Strong,Clickbait
C0152,Title_789,Romance,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0961,Title_340,Comedy,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0192,Title_867,Animation,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0787,Title_634,Drama,Series,1,0.7500,45.0000,27.0861,Strong,Clickbait
C0192,Title_848,Action,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0152,Title_889,Comedy,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0046,Title_165,Drama,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0153,Title_380,Comedy,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0961,Title_439,Comedy,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0045,Title_944,Romance,Series,1,0.5000,30.0000,27.0861,Strong,Clickbait
C0865,Title_983,Romance,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0153,Title_523,Sci-Fi,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0153,Title_848,Horror,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0825,Title_88,Documentary,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0154,Title_19,Documentary,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0154,Title_312,Documentary,Movie,1,0.5000,30.0000,27.0861,Strong,Clickbait
C0236,Title_904,Action,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0154,Title_373,Comedy,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0236,Title_91,Drama,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0044,Title_239,Animation,Movie,1,0.7500,45.0000,27.0861,Strong,Clickbait
C0043,Title_960,Horror,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0786,Title_619,Thriller,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0785,Title_789,Drama,Movie,1,0.5000,30.0000,27.0861,Strong,Clickbait
C0785,Title_663,Romance,Movie,1,0.5000,30.0000,27.0861,Strong,Clickbait
C0964,Title_197,Thriller,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0156,Title_932,Horror,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0785,Title_457,Thriller,Series,1,0.5000,30.0000,27.0861,Strong,Clickbait
C0042,Title_365,Drama,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0238,Title_429,Horror,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0238,Title_479,Reality,Series,1,0.5000,30.0000,27.0861,Strong,Clickbait
C0191,Title_794,Action,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0042,Title_36,Sci-Fi,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0862,Title_5,Comedy,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0964,Title_712,Comedy,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0785,Title_376,Documentary,Movie,1,0.5000,30.0000,27.0861,Strong,Clickbait
C0041,Title_683,Comedy,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0041,Title_674,Romance,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0191,Title_729,Action,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0041,Title_648,Comedy,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0157,Title_231,Romance,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0238,Title_73,Horror,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0965,Title_336,Romance,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0965,Title_432,Documentary,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0157,Title_480,Reality,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0157,Title_569,Reality,Series,1,0.5000,30.0000,27.0861,Strong,Clickbait
C0040,Title_664,Sci-Fi,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0157,Title_682,Romance,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0238,Title_873,Documentary,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0965,Title_602,Documentary,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0040,Title_422,Drama,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0965,Title_744,Reality,Series,1,0.5000,30.0000,27.0861,Strong,Clickbait
C0239,Title_1000,Sci-Fi,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0191,Title_859,Thriller,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0238,Title_26,Drama,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0043,Title_842,Thriller,Series,1,0.5000,30.0000,27.0861,Strong,Clickbait
C0964,Title_120,Sci-Fi,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0043,Title_799,Drama,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0155,Title_769,Comedy,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0043,Title_783,Romance,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0962,Title_807,Horror,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0043,Title_722,Action,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0962,Title_975,Romance,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0863,Title_523,Sci-Fi,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0963,Title_120,Drama,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0163,Title_306,Drama,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0963,Title_156,Action,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0963,Title_200,Action,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0826,Title_617,Documentary,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0043,Title_388,Thriller,Series,1,0.5000,30.0000,27.0861,Strong,Clickbait
C0237,Title_940,Comedy,Series,1,0.5000,30.0000,27.0861,Strong,Clickbait
C0786,Title_160,Drama,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0043,Title_37,Comedy,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0238,Title_1000,Animation,Series,1,0.7500,45.0000,27.0861,Strong,Clickbait
C0963,Title_345,Animation,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0043,Title_3,Sci-Fi,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0238,Title_14,Comedy,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0863,Title_485,Romance,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0156,Title_118,Comedy,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0863,Title_229,Documentary,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0156,Title_413,Sci-Fi,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0156,Title_458,Sci-Fi,Movie,1,0.5000,30.0000,27.0861,Strong,Clickbait
C0042,Title_984,Action,Series,1,0.7500,45.0000,27.0861,Strong,Clickbait
C0827,Title_156,Drama,Series,1,0.5000,30.0000,27.0861,Strong,Clickbait
C0862,Title_634,Drama,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0963,Title_998,Sci-Fi,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0152,Title_664,Drama,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0866,Title_569,Action,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0960,Title_855,Comedy,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0956,Title_692,Sci-Fi,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0790,Title_232,Romance,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0869,Title_887,Comedy,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0050,Title_632,Comedy,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0050,Title_598,Thriller,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0050,Title_526,Romance,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0148,Title_838,Documentary,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0956,Title_923,Drama,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0869,Title_708,Thriller,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0956,Title_940,Romance,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0050,Title_47,Action,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0194,Title_400,Comedy,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0148,Title_88,Thriller,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0824,Title_433,Drama,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0957,Title_767,Action,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0869,Title_665,Documentary,Series,1,0.5000,30.0000,27.0861,Strong,Clickbait
C0149,Title_314,Drama,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0957,Title_897,Documentary,Series,1,0.5000,30.0000,27.0861,Strong,Clickbait
C0958,Title_202,Thriller,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0234,Title_437,Horror,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0149,Title_521,Action,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0149,Title_867,Reality,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0789,Title_64,Drama,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0868,Title_944,Sci-Fi,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0958,Title_446,Romance,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0049,Title_297,Comedy,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0958,Title_483,Drama,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0234,Title_629,Documentary,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0958,Title_487,Action,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0868,Title_838,Action,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0194,Title_479,Thriller,Series,1,0.7500,45.0000,27.0861,Strong,Clickbait
C0869,Title_907,Romance,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0868,Title_662,Sci-Fi,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0956,Title_684,Comedy,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0233,Title_494,Documentary,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0194,Title_865,Drama,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0052,Title_501,Romance,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0147,Title_93,Sci-Fi,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0790,Title_747,Comedy,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0955,Title_695,Action,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0955,Title_720,Comedy,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0052,Title_296,Action,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0194,Title_728,Action,Series,1,0.5000,30.0000,27.0861,Strong,Clickbait
C0870,Title_567,Comedy,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0233,Title_622,Thriller,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0870,Title_407,Thriller,Series,1,0.7500,45.0000,27.0861,Strong,Clickbait
C0052,Title_152,Horror,Series,1,0.5000,30.0000,27.0861,Strong,Clickbait
C0052,Title_11,Documentary,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0233,Title_669,Drama,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0790,Title_647,Thriller,Series,1,0.5000,30.0000,27.0861,Strong,Clickbait
C0955,Title_977,Comedy,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0955,Title_98,Thriller,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0870,Title_130,Thriller,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0824,Title_232,Drama,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0233,Title_742,Drama,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0790,Title_548,Thriller,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0790,Title_488,Reality,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0051,Title_392,Drama,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0194,Title_540,Thriller,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0790,Title_364,Horror,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0051,Title_250,Documentary,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0869,Title_957,Comedy,Movie,1,0.5000,30.0000,27.0861,Strong,Clickbait
C0051,Title_143,Drama,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0958,Title_574,Horror,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0789,Title_404,Thriller,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0152,Title_630,Drama,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0151,Title_229,Drama,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0235,Title_929,Thriller,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0959,Title_911,Romance,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0788,Title_470,Reality,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0236,Title_1000,Reality,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0047,Title_786,Sci-Fi,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0959,Title_928,Sci-Fi,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0959,Title_99,Documentary,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0867,Title_813,Sci-Fi,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0047,Title_424,Action,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0047,Title_4,Drama,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0151,Title_720,Romance,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0960,Title_411,Drama,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0047,Title_348,Thriller,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0867,Title_711,Romance,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0047,Title_310,Action,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0960,Title_524,Comedy,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0047,Title_202,Action,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0236,Title_320,Horror,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0236,Title_348,Documentary,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0151,Title_742,Horror,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0152,Title_186,Drama,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0867,Title_176,Horror,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0866,Title_983,Romance,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0960,Title_611,Thriller,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0193,Title_169,Romance,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0152,Title_443,Action,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0825,Title_574,Reality,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0046,Title_702,Thriller,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0046,Title_686,Thriller,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0867,Title_893,Drama,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0047,Title_967,Romance,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0049,Title_119,Drama,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0150,Title_943,Comedy,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0049,Title_11,Romance,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0234,Title_720,Comedy,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0048,Title_870,Horror,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0789,Title_201,Action,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0868,Title_567,Romance,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0048,Title_833,Comedy,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
C0868,Title_452,Drama,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0048,Title_701,Thriller,Movie,1,0.5000,30.0000,27.0861,Strong,Clickbait
C0824,Title_66,Reality,Series,1,1.0000,60.0000,27.0861,Strong,Star Content
C0788,Title_990,Sci-Fi,Movie,1,1.0000,60.0000,27.0861,Strong,Star Content
